https://www.nytimes.com/section/world,https://www.nytimes.com/svc/collections/v1/publish/https://www.nytimes.com/section/world/rss.xml,NYT > World News
https://defence-blog.com/,https://defence-blog.com/feed,Defence Blog
https://www.e-ir.info/category/blogs/,https://www.e-ir.info/feed/,E-International Relations
https://www.e-ir.info/category/blogs/,https://www.e-ir.info/comments/feed/,Comments for E-International Relations
